timestamp,image_path,servo_angle,dc_motor_speed
20251128_190522_133,20251128_190522_133_angle40_speed50.png,40,50
20251128_190522_233,20251128_190522_233_angle40_speed50.png,40,50
20251128_190522_333,20251128_190522_333_angle0_speed50.png,0,50
20251128_190522_408,20251128_190522_408_angle0_speed50.png,0,50
20251128_190522_512,20251128_190522_512_angle0_speed50.png,0,50
20251128_190522_586,20251128_190522_586_angle0_speed50.png,0,50
20251128_190522_707,20251128_190522_707_angle0_speed50.png,0,50
20251128_190522_791,20251128_190522_791_angle0_speed50.png,0,50
20251128_190523_983,20251128_190523_983_angle40_speed50.png,40,50
20251128_190524_065,20251128_190524_065_angle40_speed50.png,40,50
20251128_190524_133,20251128_190524_133_angle40_speed50.png,40,50
20251128_190524_233,20251128_190524_233_angle40_speed50.png,40,50
20251128_190524_333,20251128_190524_333_angle40_speed50.png,40,50
20251128_190524_433,20251128_190524_433_angle40_speed50.png,40,50
20251128_190524_533,20251128_190524_533_angle40_speed50.png,40,50
20251128_190524_633,20251128_190524_633_angle90_speed50.png,90,50
20251128_190524_733,20251128_190524_733_angle90_speed50.png,90,50
20251128_190524_833,20251128_190524_833_angle90_speed50.png,90,50
20251128_190524_933,20251128_190524_933_angle90_speed50.png,90,50
20251128_190525_033,20251128_190525_033_angle90_speed50.png,90,50
20251128_190525_133,20251128_190525_133_angle90_speed50.png,90,50
20251128_190525_233,20251128_190525_233_angle40_speed50.png,40,50
20251128_190525_333,20251128_190525_333_angle40_speed50.png,40,50
20251128_190525_433,20251128_190525_433_angle40_speed50.png,40,50
20251128_190525_543,20251128_190525_543_angle40_speed50.png,40,50
20251128_190525_647,20251128_190525_647_angle40_speed50.png,40,50
20251128_190525_745,20251128_190525_745_angle40_speed50.png,40,50
20251128_190525_896,20251128_190525_896_angle90_speed50.png,90,50
20251128_190526_011,20251128_190526_011_angle90_speed50.png,90,50
20251128_190526_142,20251128_190526_142_angle90_speed50.png,90,50
20251128_190526_242,20251128_190526_242_angle90_speed50.png,90,50
20251128_190526_316,20251128_190526_316_angle90_speed50.png,90,50
20251128_190526_426,20251128_190526_426_angle90_speed50.png,90,50
20251128_190527_940,20251128_190527_940_angle90_speed50.png,90,50
20251128_190528_033,20251128_190528_033_angle90_speed50.png,90,50
20251128_190528_133,20251128_190528_133_angle90_speed50.png,90,50
20251128_190528_233,20251128_190528_233_angle40_speed50.png,40,50
20251128_190528_333,20251128_190528_333_angle40_speed50.png,40,50
20251128_190528_433,20251128_190528_433_angle40_speed50.png,40,50
20251128_190528_533,20251128_190528_533_angle40_speed50.png,40,50
20251128_190528_633,20251128_190528_633_angle40_speed50.png,40,50
20251128_190528_733,20251128_190528_733_angle40_speed50.png,40,50
20251128_190528_833,20251128_190528_833_angle40_speed50.png,40,50
20251128_190528_933,20251128_190528_933_angle40_speed50.png,40,50
20251128_190529_033,20251128_190529_033_angle40_speed50.png,40,50
20251128_190529_133,20251128_190529_133_angle40_speed50.png,40,50
20251128_190529_233,20251128_190529_233_angle40_speed50.png,40,50
20251128_190529_333,20251128_190529_333_angle40_speed50.png,40,50
20251128_190529_433,20251128_190529_433_angle90_speed50.png,90,50
20251128_190529_601,20251128_190529_601_angle90_speed50.png,90,50
20251128_190529_710,20251128_190529_710_angle90_speed50.png,90,50
20251128_190529_806,20251128_190529_806_angle90_speed50.png,90,50
20251128_190529_914,20251128_190529_914_angle90_speed50.png,90,50
20251128_190530_019,20251128_190530_019_angle40_speed50.png,40,50
20251128_190530_132,20251128_190530_132_angle40_speed50.png,40,50
20251128_190530_251,20251128_190530_251_angle40_speed50.png,40,50
20251128_190530_333,20251128_190530_333_angle40_speed50.png,40,50
20251128_190530_434,20251128_190530_434_angle90_speed50.png,90,50
20251128_190530_502,20251128_190530_502_angle90_speed50.png,90,50
20251128_190531_750,20251128_190531_750_angle120_speed50.png,120,50
20251128_190531_833,20251128_190531_833_angle120_speed50.png,120,50
20251128_190531_933,20251128_190531_933_angle120_speed50.png,120,50
20251128_190532_033,20251128_190532_033_angle90_speed50.png,90,50
20251128_190532_133,20251128_190532_133_angle90_speed50.png,90,50
20251128_190532_233,20251128_190532_233_angle90_speed50.png,90,50
20251128_190532_333,20251128_190532_333_angle90_speed50.png,90,50
20251128_190532_433,20251128_190532_433_angle90_speed50.png,90,50
20251128_190532_534,20251128_190532_534_angle90_speed50.png,90,50
20251128_190532_633,20251128_190532_633_angle90_speed50.png,90,50
20251128_190532_733,20251128_190532_733_angle90_speed50.png,90,50
20251128_190532_833,20251128_190532_833_angle90_speed50.png,90,50
20251128_190532_933,20251128_190532_933_angle90_speed50.png,90,50
20251128_190533_033,20251128_190533_033_angle90_speed50.png,90,50
20251128_190533_133,20251128_190533_133_angle90_speed50.png,90,50
20251128_190533_233,20251128_190533_233_angle120_speed50.png,120,50
20251128_190533_333,20251128_190533_333_angle120_speed50.png,120,50
20251128_190533_449,20251128_190533_449_angle120_speed50.png,120,50
20251128_190533_564,20251128_190533_564_angle120_speed50.png,120,50
20251128_190533_687,20251128_190533_687_angle90_speed50.png,90,50
20251128_190533_782,20251128_190533_782_angle90_speed50.png,90,50
20251128_190533_861,20251128_190533_861_angle90_speed50.png,90,50
20251128_190533_940,20251128_190533_940_angle90_speed50.png,90,50
20251128_190534_014,20251128_190534_014_angle90_speed50.png,90,50
20251128_190534_086,20251128_190534_086_angle90_speed50.png,90,50
20251128_190534_165,20251128_190534_165_angle90_speed50.png,90,50
20251128_190535_453,20251128_190535_453_angle0_speed50.png,0,50
20251128_190535_533,20251128_190535_533_angle0_speed50.png,0,50
20251128_190535_633,20251128_190535_633_angle0_speed50.png,0,50
20251128_190535_733,20251128_190535_733_angle0_speed50.png,0,50
20251128_190535_833,20251128_190535_833_angle0_speed50.png,0,50
20251128_190535_933,20251128_190535_933_angle0_speed50.png,0,50
20251128_190536_033,20251128_190536_033_angle0_speed50.png,0,50
20251128_190536_133,20251128_190536_133_angle0_speed50.png,0,50
20251128_190536_233,20251128_190536_233_angle0_speed50.png,0,50
20251128_190536_333,20251128_190536_333_angle40_speed50.png,40,50
20251128_190536_433,20251128_190536_433_angle40_speed50.png,40,50
20251128_190536_533,20251128_190536_533_angle40_speed50.png,40,50
20251128_190536_633,20251128_190536_633_angle40_speed50.png,40,50
20251128_190536_733,20251128_190536_733_angle40_speed50.png,40,50
20251128_190536_833,20251128_190536_833_angle40_speed50.png,40,50
20251128_190536_933,20251128_190536_933_angle40_speed50.png,40,50
20251128_190537_033,20251128_190537_033_angle40_speed50.png,40,50
20251128_190537_133,20251128_190537_133_angle40_speed50.png,40,50
20251128_190537_223,20251128_190537_223_angle90_speed50.png,90,50
20251128_190537_314,20251128_190537_314_angle90_speed50.png,90,50
20251128_190537_389,20251128_190537_389_angle90_speed50.png,90,50
20251128_190537_481,20251128_190537_481_angle90_speed50.png,90,50
20251128_190537_557,20251128_190537_557_angle90_speed50.png,90,50
20251128_190537_662,20251128_190537_662_angle40_speed50.png,40,50
20251128_190537_737,20251128_190537_737_angle40_speed50.png,40,50
20251128_190539_330,20251128_190539_330_angle0_speed50.png,0,50
20251128_190539_397,20251128_190539_397_angle0_speed50.png,0,50
20251128_190539_465,20251128_190539_465_angle0_speed50.png,0,50
20251128_190539_533,20251128_190539_533_angle0_speed50.png,0,50
20251128_190539_633,20251128_190539_633_angle0_speed50.png,0,50
20251128_190539_733,20251128_190539_733_angle40_speed50.png,40,50
20251128_190539_833,20251128_190539_833_angle40_speed50.png,40,50
20251128_190539_933,20251128_190539_933_angle40_speed50.png,40,50
20251128_190540_033,20251128_190540_033_angle40_speed50.png,40,50
20251128_190540_133,20251128_190540_133_angle40_speed50.png,40,50
20251128_190540_233,20251128_190540_233_angle90_speed50.png,90,50
20251128_190540_333,20251128_190540_333_angle90_speed50.png,90,50
20251128_190540_433,20251128_190540_433_angle90_speed50.png,90,50
20251128_190540_533,20251128_190540_533_angle90_speed50.png,90,50
20251128_190540_633,20251128_190540_633_angle90_speed50.png,90,50
20251128_190540_733,20251128_190540_733_angle90_speed50.png,90,50
20251128_190540_833,20251128_190540_833_angle90_speed50.png,90,50
20251128_190540_933,20251128_190540_933_angle90_speed50.png,90,50
20251128_190541_012,20251128_190541_012_angle90_speed50.png,90,50
20251128_190541_122,20251128_190541_122_angle90_speed50.png,90,50
20251128_190541_207,20251128_190541_207_angle90_speed50.png,90,50
20251128_190541_357,20251128_190541_357_angle40_speed50.png,40,50
20251128_190541_438,20251128_190541_438_angle40_speed50.png,40,50
20251128_190541_568,20251128_190541_568_angle40_speed50.png,40,50
20251128_190541_697,20251128_190541_697_angle40_speed50.png,40,50
20251128_190541_784,20251128_190541_784_angle90_speed50.png,90,50
20251128_190543_235,20251128_190543_235_angle90_speed50.png,90,50
20251128_190543_333,20251128_190543_333_angle90_speed50.png,90,50
20251128_190543_433,20251128_190543_433_angle90_speed50.png,90,50
20251128_190543_533,20251128_190543_533_angle90_speed50.png,90,50
20251128_190543_633,20251128_190543_633_angle90_speed50.png,90,50
20251128_190543_733,20251128_190543_733_angle90_speed50.png,90,50
20251128_190543_833,20251128_190543_833_angle90_speed50.png,90,50
20251128_190543_933,20251128_190543_933_angle90_speed50.png,90,50
20251128_190544_033,20251128_190544_033_angle90_speed50.png,90,50
20251128_190544_133,20251128_190544_133_angle90_speed50.png,90,50
20251128_190544_233,20251128_190544_233_angle40_speed50.png,40,50
20251128_190544_333,20251128_190544_333_angle40_speed50.png,40,50
20251128_190544_433,20251128_190544_433_angle40_speed50.png,40,50
20251128_190544_533,20251128_190544_533_angle40_speed50.png,40,50
20251128_190544_633,20251128_190544_633_angle40_speed50.png,40,50
20251128_190544_733,20251128_190544_733_angle40_speed50.png,40,50
20251128_190544_852,20251128_190544_852_angle0_speed50.png,0,50
20251128_190544_931,20251128_190544_931_angle0_speed50.png,0,50
20251128_190545_025,20251128_190545_025_angle0_speed50.png,0,50
20251128_190545_127,20251128_190545_127_angle40_speed50.png,40,50
20251128_190545_233,20251128_190545_233_angle40_speed50.png,40,50
20251128_190545_524,20251128_190545_524_angle40_speed50.png,40,50
20251128_190545_601,20251128_190545_601_angle40_speed50.png,40,50
20251128_190545_740,20251128_190545_740_angle40_speed50.png,40,50
20251128_190547_070,20251128_190547_070_angle0_speed50.png,0,50
20251128_190547_165,20251128_190547_165_angle0_speed50.png,0,50
20251128_190547_233,20251128_190547_233_angle0_speed50.png,0,50
20251128_190547_333,20251128_190547_333_angle0_speed50.png,0,50
20251128_190547_433,20251128_190547_433_angle0_speed50.png,0,50
20251128_190547_533,20251128_190547_533_angle0_speed50.png,0,50
20251128_190547_633,20251128_190547_633_angle0_speed50.png,0,50
20251128_190547_733,20251128_190547_733_angle0_speed50.png,0,50
20251128_190547_833,20251128_190547_833_angle0_speed50.png,0,50
20251128_190547_933,20251128_190547_933_angle0_speed50.png,0,50
20251128_190548_033,20251128_190548_033_angle0_speed50.png,0,50
20251128_190548_133,20251128_190548_133_angle0_speed50.png,0,50
20251128_190548_233,20251128_190548_233_angle0_speed50.png,0,50
20251128_190548_333,20251128_190548_333_angle0_speed50.png,0,50
20251128_190548_433,20251128_190548_433_angle0_speed50.png,0,50
20251128_190548_533,20251128_190548_533_angle0_speed50.png,0,50
20251128_190548_633,20251128_190548_633_angle0_speed50.png,0,50
20251128_190548_733,20251128_190548_733_angle40_speed50.png,40,50
20251128_190548_803,20251128_190548_803_angle40_speed50.png,40,50
20251128_190548_895,20251128_190548_895_angle40_speed50.png,40,50
20251128_190549_039,20251128_190549_039_angle40_speed50.png,40,50
20251128_190549_197,20251128_190549_197_angle40_speed50.png,40,50
20251128_190549_374,20251128_190549_374_angle90_speed50.png,90,50
20251128_190549_465,20251128_190549_465_angle90_speed50.png,90,50
20251128_190549_565,20251128_190549_565_angle90_speed50.png,90,50
20251128_190551_011,20251128_190551_011_angle120_speed50.png,120,50
20251128_190551_097,20251128_190551_097_angle120_speed50.png,120,50
20251128_190551_165,20251128_190551_165_angle120_speed50.png,120,50
20251128_190551_233,20251128_190551_233_angle120_speed50.png,120,50
20251128_190551_333,20251128_190551_333_angle120_speed50.png,120,50
20251128_190551_433,20251128_190551_433_angle120_speed50.png,120,50
20251128_190551_533,20251128_190551_533_angle90_speed50.png,90,50
20251128_190551_633,20251128_190551_633_angle90_speed50.png,90,50
20251128_190551_733,20251128_190551_733_angle90_speed50.png,90,50
20251128_190551_833,20251128_190551_833_angle90_speed50.png,90,50
20251128_190551_933,20251128_190551_933_angle90_speed50.png,90,50
20251128_190552_033,20251128_190552_033_angle90_speed50.png,90,50
20251128_190552_133,20251128_190552_133_angle90_speed50.png,90,50
20251128_190552_233,20251128_190552_233_angle90_speed50.png,90,50
20251128_190552_333,20251128_190552_333_angle90_speed50.png,90,50
20251128_190552_433,20251128_190552_433_angle90_speed50.png,90,50
20251128_190552_533,20251128_190552_533_angle90_speed50.png,90,50
20251128_190552_649,20251128_190552_649_angle40_speed50.png,40,50
20251128_190552_722,20251128_190552_722_angle40_speed50.png,40,50
20251128_190552_816,20251128_190552_816_angle40_speed50.png,40,50
20251128_190552_901,20251128_190552_901_angle40_speed50.png,40,50
20251128_190553_001,20251128_190553_001_angle40_speed50.png,40,50
20251128_190553_097,20251128_190553_097_angle40_speed50.png,40,50
20251128_190553_197,20251128_190553_197_angle40_speed50.png,40,50
20251128_190553_332,20251128_190553_332_angle40_speed50.png,40,50
20251128_190553_402,20251128_190553_402_angle40_speed50.png,40,50
20251128_190553_490,20251128_190553_490_angle40_speed50.png,40,50
20251128_190554_771,20251128_190554_771_angle40_speed50.png,40,50
20251128_190554_865,20251128_190554_865_angle40_speed50.png,40,50
20251128_190554_933,20251128_190554_933_angle90_speed50.png,90,50
20251128_190555_033,20251128_190555_033_angle90_speed50.png,90,50
20251128_190555_133,20251128_190555_133_angle90_speed50.png,90,50
20251128_190555_233,20251128_190555_233_angle90_speed50.png,90,50
20251128_190555_333,20251128_190555_333_angle90_speed50.png,90,50
20251128_190555_433,20251128_190555_433_angle90_speed50.png,90,50
20251128_190555_533,20251128_190555_533_angle40_speed50.png,40,50
20251128_190555_633,20251128_190555_633_angle40_speed50.png,40,50
20251128_190555_733,20251128_190555_733_angle40_speed50.png,40,50
20251128_190555_833,20251128_190555_833_angle40_speed50.png,40,50
20251128_190555_933,20251128_190555_933_angle40_speed50.png,40,50
20251128_190556_033,20251128_190556_033_angle90_speed50.png,90,50
20251128_190556_133,20251128_190556_133_angle90_speed50.png,90,50
20251128_190556_233,20251128_190556_233_angle90_speed50.png,90,50
20251128_190556_333,20251128_190556_333_angle90_speed50.png,90,50
20251128_190556_433,20251128_190556_433_angle90_speed50.png,90,50
20251128_190556_533,20251128_190556_533_angle90_speed50.png,90,50
20251128_190556_622,20251128_190556_622_angle90_speed50.png,90,50
20251128_190556_691,20251128_190556_691_angle90_speed50.png,90,50
20251128_190556_788,20251128_190556_788_angle90_speed50.png,90,50
20251128_190556_919,20251128_190556_919_angle40_speed50.png,40,50
20251128_190557_058,20251128_190557_058_angle40_speed50.png,40,50
20251128_190557_131,20251128_190557_131_angle40_speed50.png,40,50
20251128_190558_338,20251128_190558_338_angle120_speed50.png,120,50
20251128_190558_433,20251128_190558_433_angle90_speed50.png,90,50
20251128_190558_533,20251128_190558_533_angle90_speed50.png,90,50
20251128_190558_633,20251128_190558_633_angle40_speed50.png,40,50
20251128_190558_733,20251128_190558_733_angle40_speed50.png,40,50
20251128_190558_833,20251128_190558_833_angle40_speed50.png,40,50
20251128_190558_933,20251128_190558_933_angle40_speed50.png,40,50
20251128_190559_033,20251128_190559_033_angle40_speed50.png,40,50
20251128_190559_133,20251128_190559_133_angle40_speed50.png,40,50
20251128_190559_233,20251128_190559_233_angle40_speed50.png,40,50
20251128_190559_333,20251128_190559_333_angle40_speed50.png,40,50
20251128_190559_433,20251128_190559_433_angle90_speed50.png,90,50
20251128_190559_533,20251128_190559_533_angle90_speed50.png,90,50
20251128_190559_633,20251128_190559_633_angle90_speed50.png,90,50
20251128_190559_733,20251128_190559_733_angle90_speed50.png,90,50
20251128_190559_833,20251128_190559_833_angle90_speed50.png,90,50
20251128_190559_933,20251128_190559_933_angle40_speed50.png,40,50
20251128_190600_033,20251128_190600_033_angle40_speed50.png,40,50
20251128_190600_133,20251128_190600_133_angle40_speed50.png,40,50
20251128_190600_231,20251128_190600_231_angle40_speed50.png,40,50
20251128_190600_322,20251128_190600_322_angle40_speed50.png,40,50
20251128_190600_407,20251128_190600_407_angle90_speed50.png,90,50
20251128_190600_492,20251128_190600_492_angle90_speed50.png,90,50
20251128_190600_589,20251128_190600_589_angle90_speed50.png,90,50
20251128_190600_662,20251128_190600_662_angle90_speed50.png,90,50
20251128_190601_831,20251128_190601_831_angle40_speed50.png,40,50
20251128_190601_929,20251128_190601_929_angle40_speed50.png,40,50
20251128_190601_997,20251128_190601_997_angle40_speed50.png,40,50
20251128_190602_065,20251128_190602_065_angle40_speed50.png,40,50
20251128_190602_165,20251128_190602_165_angle40_speed50.png,40,50
20251128_190602_265,20251128_190602_265_angle40_speed50.png,40,50
20251128_190602_365,20251128_190602_365_angle0_speed50.png,0,50
20251128_190602_465,20251128_190602_465_angle0_speed50.png,0,50
20251128_190602_565,20251128_190602_565_angle0_speed50.png,0,50
20251128_190602_665,20251128_190602_665_angle0_speed50.png,0,50
20251128_190602_765,20251128_190602_765_angle0_speed50.png,0,50
20251128_190602_865,20251128_190602_865_angle0_speed50.png,0,50
20251128_190602_965,20251128_190602_965_angle0_speed50.png,0,50
20251128_190603_065,20251128_190603_065_angle0_speed50.png,0,50
20251128_190603_165,20251128_190603_165_angle40_speed50.png,40,50
20251128_190603_265,20251128_190603_265_angle40_speed50.png,40,50
20251128_190603_365,20251128_190603_365_angle40_speed50.png,40,50
20251128_190603_465,20251128_190603_465_angle40_speed50.png,40,50
20251128_190603_565,20251128_190603_565_angle40_speed50.png,40,50
20251128_190603_665,20251128_190603_665_angle40_speed50.png,40,50
20251128_190603_765,20251128_190603_765_angle40_speed50.png,40,50
20251128_190603_889,20251128_190603_889_angle40_speed50.png,40,50
20251128_190605_091,20251128_190605_091_angle0_speed50.png,0,50
20251128_190605_165,20251128_190605_165_angle0_speed50.png,0,50
20251128_190605_265,20251128_190605_265_angle0_speed50.png,0,50
20251128_190605_365,20251128_190605_365_angle0_speed50.png,0,50
20251128_190605_465,20251128_190605_465_angle40_speed50.png,40,50
20251128_190605_565,20251128_190605_565_angle40_speed50.png,40,50
20251128_190605_665,20251128_190605_665_angle40_speed50.png,40,50
20251128_190605_765,20251128_190605_765_angle40_speed50.png,40,50
20251128_190605_865,20251128_190605_865_angle40_speed50.png,40,50
20251128_190605_965,20251128_190605_965_angle40_speed50.png,40,50
20251128_190606_065,20251128_190606_065_angle90_speed50.png,90,50
20251128_190606_165,20251128_190606_165_angle90_speed50.png,90,50
20251128_190606_265,20251128_190606_265_angle90_speed50.png,90,50
20251128_190606_365,20251128_190606_365_angle90_speed50.png,90,50
20251128_190606_465,20251128_190606_465_angle90_speed50.png,90,50
20251128_190606_565,20251128_190606_565_angle90_speed50.png,90,50
20251128_190606_665,20251128_190606_665_angle90_speed50.png,90,50
20251128_190606_765,20251128_190606_765_angle90_speed50.png,90,50
20251128_190606_865,20251128_190606_865_angle90_speed50.png,90,50
20251128_190606_965,20251128_190606_965_angle90_speed50.png,90,50
20251128_190607_044,20251128_190607_044_angle90_speed50.png,90,50
20251128_190607_120,20251128_190607_120_angle90_speed50.png,90,50
20251128_190607_213,20251128_190607_213_angle90_speed50.png,90,50
20251128_190608_489,20251128_190608_489_angle90_speed50.png,90,50
20251128_190608_565,20251128_190608_565_angle40_speed50.png,40,50
20251128_190608_665,20251128_190608_665_angle40_speed50.png,40,50
20251128_190608_765,20251128_190608_765_angle40_speed50.png,40,50
20251128_190608_865,20251128_190608_865_angle40_speed50.png,40,50
20251128_190608_965,20251128_190608_965_angle40_speed50.png,40,50
20251128_190609_065,20251128_190609_065_angle40_speed50.png,40,50
20251128_190609_165,20251128_190609_165_angle40_speed50.png,40,50
20251128_190609_265,20251128_190609_265_angle90_speed50.png,90,50
20251128_190609_365,20251128_190609_365_angle90_speed50.png,90,50
20251128_190609_465,20251128_190609_465_angle90_speed50.png,90,50
20251128_190609_565,20251128_190609_565_angle90_speed50.png,90,50
20251128_190609_665,20251128_190609_665_angle90_speed50.png,90,50
20251128_190609_765,20251128_190609_765_angle90_speed50.png,90,50
20251128_190609_865,20251128_190609_865_angle90_speed50.png,90,50
20251128_190609_965,20251128_190609_965_angle90_speed50.png,90,50
20251128_190610_065,20251128_190610_065_angle90_speed50.png,90,50
20251128_190610_165,20251128_190610_165_angle90_speed50.png,90,50
20251128_190610_317,20251128_190610_317_angle90_speed50.png,90,50
20251128_190610_419,20251128_190610_419_angle90_speed50.png,90,50
20251128_190610_511,20251128_190610_511_angle90_speed50.png,90,50
20251128_190610_579,20251128_190610_579_angle90_speed50.png,90,50
20251128_190610_650,20251128_190610_650_angle90_speed50.png,90,50
20251128_190610_760,20251128_190610_760_angle90_speed50.png,90,50
20251128_190610_840,20251128_190610_840_angle40_speed50.png,40,50
20251128_190612_175,20251128_190612_175_angle40_speed50.png,40,50
20251128_190612_265,20251128_190612_265_angle40_speed50.png,40,50
20251128_190612_365,20251128_190612_365_angle40_speed50.png,40,50
