timestamp,image_path,servo_angle,dc_motor_speed
20251214_140446_794,20251214_140446_794_angle90_speed50.png,90,50
20251214_140446_858,20251214_140446_858_angle90_speed50.png,90,50
20251214_140446_894,20251214_140446_894_angle90_speed50.png,90,50
20251214_140446_958,20251214_140446_958_angle90_speed50.png,90,50
20251214_140446_994,20251214_140446_994_angle90_speed50.png,90,50
20251214_140447_058,20251214_140447_058_angle90_speed50.png,90,50
20251214_140447_094,20251214_140447_094_angle90_speed50.png,90,50
20251214_140447_158,20251214_140447_158_angle90_speed50.png,90,50
20251214_140447_194,20251214_140447_194_angle90_speed50.png,90,50
20251214_140447_258,20251214_140447_258_angle90_speed50.png,90,50
20251214_140447_294,20251214_140447_294_angle90_speed50.png,90,50
20251214_140447_358,20251214_140447_358_angle90_speed50.png,90,50
20251214_140447_394,20251214_140447_394_angle90_speed50.png,90,50
20251214_140447_458,20251214_140447_458_angle90_speed50.png,90,50
20251214_140447_542,20251214_140447_542_angle90_speed50.png,90,50
20251214_140447_597,20251214_140447_597_angle90_speed50.png,90,50
20251214_140447_712,20251214_140447_712_angle90_speed50.png,90,50
20251214_140447_767,20251214_140447_767_angle90_speed50.png,90,50
20251214_140447_826,20251214_140447_826_angle90_speed50.png,90,50
20251214_140447_918,20251214_140447_918_angle90_speed50.png,90,50
20251214_140447_996,20251214_140447_996_angle90_speed50.png,90,50
20251214_140448_111,20251214_140448_111_angle90_speed50.png,90,50
20251214_140448_299,20251214_140448_299_angle90_speed50.png,90,50
20251214_140448_390,20251214_140448_390_angle90_speed50.png,90,50
20251214_140448_474,20251214_140448_474_angle90_speed50.png,90,50
20251214_140448_557,20251214_140448_557_angle90_speed50.png,90,50
20251214_140448_655,20251214_140448_655_angle90_speed50.png,90,50
20251214_140448_739,20251214_140448_739_angle90_speed50.png,90,50
20251214_140448_822,20251214_140448_822_angle90_speed50.png,90,50
20251214_140448_909,20251214_140448_909_angle90_speed50.png,90,50
20251214_140448_996,20251214_140448_996_angle90_speed50.png,90,50
20251214_140450_706,20251214_140450_706_angle90_speed50.png,90,50
20251214_140450_758,20251214_140450_758_angle90_speed50.png,90,50
20251214_140450_794,20251214_140450_794_angle90_speed50.png,90,50
20251214_140450_858,20251214_140450_858_angle90_speed50.png,90,50
20251214_140450_894,20251214_140450_894_angle90_speed50.png,90,50
20251214_140450_958,20251214_140450_958_angle90_speed50.png,90,50
20251214_140450_994,20251214_140450_994_angle90_speed50.png,90,50
20251214_140451_058,20251214_140451_058_angle90_speed50.png,90,50
20251214_140451_094,20251214_140451_094_angle90_speed50.png,90,50
20251214_140451_158,20251214_140451_158_angle90_speed50.png,90,50
20251214_140451_194,20251214_140451_194_angle90_speed50.png,90,50
20251214_140451_258,20251214_140451_258_angle90_speed50.png,90,50
20251214_140451_294,20251214_140451_294_angle90_speed50.png,90,50
20251214_140451_358,20251214_140451_358_angle90_speed50.png,90,50
20251214_140451_394,20251214_140451_394_angle90_speed50.png,90,50
20251214_140451_458,20251214_140451_458_angle90_speed50.png,90,50
20251214_140451_494,20251214_140451_494_angle90_speed50.png,90,50
20251214_140451_558,20251214_140451_558_angle90_speed50.png,90,50
20251214_140451_594,20251214_140451_594_angle90_speed50.png,90,50
20251214_140451_658,20251214_140451_658_angle90_speed50.png,90,50
20251214_140451_694,20251214_140451_694_angle90_speed50.png,90,50
20251214_140451_758,20251214_140451_758_angle90_speed50.png,90,50
20251214_140451_794,20251214_140451_794_angle90_speed50.png,90,50
20251214_140451_858,20251214_140451_858_angle90_speed50.png,90,50
20251214_140451_894,20251214_140451_894_angle90_speed50.png,90,50
20251214_140451_958,20251214_140451_958_angle90_speed50.png,90,50
20251214_140451_994,20251214_140451_994_angle90_speed50.png,90,50
20251214_140452_058,20251214_140452_058_angle90_speed50.png,90,50
20251214_140452_094,20251214_140452_094_angle90_speed50.png,90,50
20251214_140452_158,20251214_140452_158_angle90_speed50.png,90,50
20251214_140452_221,20251214_140452_221_angle90_speed50.png,90,50
20251214_140452_271,20251214_140452_271_angle90_speed50.png,90,50
20251214_140452_322,20251214_140452_322_angle90_speed50.png,90,50
20251214_140452_409,20251214_140452_409_angle90_speed50.png,90,50
20251214_140452_480,20251214_140452_480_angle90_speed50.png,90,50
20251214_140452_536,20251214_140452_536_angle90_speed50.png,90,50
20251214_140452_616,20251214_140452_616_angle90_speed50.png,90,50
20251214_140452_670,20251214_140452_670_angle90_speed50.png,90,50
20251214_140452_806,20251214_140452_806_angle90_speed50.png,90,50
20251214_140452_926,20251214_140452_926_angle90_speed50.png,90,50
20251214_140453_001,20251214_140453_001_angle90_speed50.png,90,50
20251214_140453_074,20251214_140453_074_angle90_speed50.png,90,50
20251214_140453_154,20251214_140453_154_angle90_speed50.png,90,50
20251214_140453_237,20251214_140453_237_angle90_speed50.png,90,50
20251214_140453_319,20251214_140453_319_angle60_speed50.png,60,50
20251214_140453_404,20251214_140453_404_angle60_speed50.png,60,50
20251214_140454_994,20251214_140454_994_angle90_speed50.png,90,50
20251214_140455_058,20251214_140455_058_angle90_speed50.png,90,50
20251214_140455_094,20251214_140455_094_angle90_speed50.png,90,50
20251214_140455_158,20251214_140455_158_angle90_speed50.png,90,50
20251214_140455_194,20251214_140455_194_angle90_speed50.png,90,50
20251214_140455_258,20251214_140455_258_angle90_speed50.png,90,50
20251214_140455_294,20251214_140455_294_angle90_speed50.png,90,50
20251214_140455_358,20251214_140455_358_angle90_speed50.png,90,50
20251214_140455_394,20251214_140455_394_angle90_speed50.png,90,50
20251214_140455_458,20251214_140455_458_angle90_speed50.png,90,50
20251214_140455_494,20251214_140455_494_angle90_speed50.png,90,50
20251214_140455_558,20251214_140455_558_angle90_speed50.png,90,50
20251214_140455_594,20251214_140455_594_angle90_speed50.png,90,50
20251214_140455_658,20251214_140455_658_angle60_speed50.png,60,50
20251214_140455_694,20251214_140455_694_angle60_speed50.png,60,50
20251214_140455_758,20251214_140455_758_angle60_speed50.png,60,50
20251214_140455_794,20251214_140455_794_angle60_speed50.png,60,50
20251214_140455_858,20251214_140455_858_angle60_speed50.png,60,50
20251214_140455_894,20251214_140455_894_angle60_speed50.png,60,50
20251214_140455_958,20251214_140455_958_angle60_speed50.png,60,50
20251214_140455_994,20251214_140455_994_angle60_speed50.png,60,50
20251214_140456_058,20251214_140456_058_angle60_speed50.png,60,50
20251214_140456_094,20251214_140456_094_angle60_speed50.png,60,50
20251214_140456_158,20251214_140456_158_angle60_speed50.png,60,50
20251214_140456_194,20251214_140456_194_angle90_speed50.png,90,50
20251214_140456_258,20251214_140456_258_angle90_speed50.png,90,50
20251214_140456_294,20251214_140456_294_angle90_speed50.png,90,50
20251214_140456_358,20251214_140456_358_angle90_speed50.png,90,50
20251214_140456_394,20251214_140456_394_angle90_speed50.png,90,50
20251214_140456_458,20251214_140456_458_angle90_speed50.png,90,50
20251214_140456_494,20251214_140456_494_angle90_speed50.png,90,50
20251214_140456_558,20251214_140456_558_angle90_speed50.png,90,50
20251214_140456_594,20251214_140456_594_angle90_speed50.png,90,50
20251214_140456_658,20251214_140456_658_angle90_speed50.png,90,50
20251214_140456_694,20251214_140456_694_angle90_speed50.png,90,50
20251214_140456_758,20251214_140456_758_angle90_speed50.png,90,50
20251214_140456_794,20251214_140456_794_angle90_speed50.png,90,50
20251214_140456_846,20251214_140456_846_angle90_speed50.png,90,50
20251214_140456_901,20251214_140456_901_angle60_speed50.png,60,50
20251214_140456_950,20251214_140456_950_angle60_speed50.png,60,50
20251214_140457_028,20251214_140457_028_angle60_speed50.png,60,50
20251214_140457_094,20251214_140457_094_angle60_speed50.png,60,50
20251214_140457_194,20251214_140457_194_angle60_speed50.png,60,50
20251214_140457_281,20251214_140457_281_angle60_speed50.png,60,50
20251214_140457_366,20251214_140457_366_angle60_speed50.png,60,50
20251214_140458_976,20251214_140458_976_angle30_speed50.png,30,50
20251214_140459_026,20251214_140459_026_angle30_speed50.png,30,50
20251214_140459_094,20251214_140459_094_angle30_speed50.png,30,50
20251214_140459_158,20251214_140459_158_angle30_speed50.png,30,50
20251214_140459_194,20251214_140459_194_angle30_speed50.png,30,50
20251214_140459_258,20251214_140459_258_angle30_speed50.png,30,50
20251214_140459_294,20251214_140459_294_angle30_speed50.png,30,50
20251214_140459_358,20251214_140459_358_angle30_speed50.png,30,50
20251214_140459_394,20251214_140459_394_angle30_speed50.png,30,50
20251214_140459_458,20251214_140459_458_angle30_speed50.png,30,50
20251214_140459_494,20251214_140459_494_angle30_speed50.png,30,50
20251214_140459_558,20251214_140459_558_angle30_speed50.png,30,50
20251214_140459_594,20251214_140459_594_angle30_speed50.png,30,50
20251214_140459_658,20251214_140459_658_angle30_speed50.png,30,50
20251214_140459_694,20251214_140459_694_angle30_speed50.png,30,50
20251214_140459_758,20251214_140459_758_angle30_speed50.png,30,50
20251214_140459_794,20251214_140459_794_angle30_speed50.png,30,50
20251214_140459_858,20251214_140459_858_angle30_speed50.png,30,50
20251214_140459_894,20251214_140459_894_angle30_speed50.png,30,50
20251214_140459_958,20251214_140459_958_angle30_speed50.png,30,50
20251214_140459_994,20251214_140459_994_angle30_speed50.png,30,50
20251214_140500_058,20251214_140500_058_angle30_speed50.png,30,50
20251214_140500_094,20251214_140500_094_angle30_speed50.png,30,50
20251214_140500_158,20251214_140500_158_angle30_speed50.png,30,50
20251214_140500_194,20251214_140500_194_angle30_speed50.png,30,50
20251214_140500_258,20251214_140500_258_angle30_speed50.png,30,50
20251214_140500_294,20251214_140500_294_angle30_speed50.png,30,50
20251214_140500_358,20251214_140500_358_angle30_speed50.png,30,50
20251214_140500_394,20251214_140500_394_angle30_speed50.png,30,50
20251214_140500_458,20251214_140500_458_angle30_speed50.png,30,50
20251214_140500_494,20251214_140500_494_angle30_speed50.png,30,50
20251214_140500_558,20251214_140500_558_angle30_speed50.png,30,50
20251214_140500_594,20251214_140500_594_angle30_speed50.png,30,50
20251214_140500_658,20251214_140500_658_angle30_speed50.png,30,50
20251214_140500_694,20251214_140500_694_angle30_speed50.png,30,50
20251214_140500_758,20251214_140500_758_angle30_speed50.png,30,50
20251214_140500_794,20251214_140500_794_angle30_speed50.png,30,50
20251214_140500_858,20251214_140500_858_angle30_speed50.png,30,50
20251214_140500_894,20251214_140500_894_angle30_speed50.png,30,50
20251214_140500_958,20251214_140500_958_angle30_speed50.png,30,50
20251214_140500_994,20251214_140500_994_angle30_speed50.png,30,50
20251214_140501_039,20251214_140501_039_angle30_speed50.png,30,50
20251214_140501_080,20251214_140501_080_angle30_speed50.png,30,50
20251214_140502_607,20251214_140502_607_angle90_speed50.png,90,50
20251214_140502_658,20251214_140502_658_angle90_speed50.png,90,50
20251214_140502_694,20251214_140502_694_angle90_speed50.png,90,50
20251214_140502_758,20251214_140502_758_angle90_speed50.png,90,50
20251214_140502_795,20251214_140502_795_angle90_speed50.png,90,50
20251214_140502_858,20251214_140502_858_angle90_speed50.png,90,50
20251214_140502_894,20251214_140502_894_angle90_speed50.png,90,50
20251214_140502_958,20251214_140502_958_angle90_speed50.png,90,50
20251214_140502_994,20251214_140502_994_angle90_speed50.png,90,50
20251214_140503_058,20251214_140503_058_angle90_speed50.png,90,50
20251214_140503_094,20251214_140503_094_angle90_speed50.png,90,50
20251214_140503_158,20251214_140503_158_angle90_speed50.png,90,50
20251214_140503_194,20251214_140503_194_angle90_speed50.png,90,50
20251214_140503_258,20251214_140503_258_angle90_speed50.png,90,50
20251214_140503_294,20251214_140503_294_angle90_speed50.png,90,50
20251214_140503_358,20251214_140503_358_angle90_speed50.png,90,50
20251214_140503_394,20251214_140503_394_angle90_speed50.png,90,50
20251214_140503_458,20251214_140503_458_angle90_speed50.png,90,50
20251214_140503_494,20251214_140503_494_angle90_speed50.png,90,50
20251214_140503_558,20251214_140503_558_angle60_speed50.png,60,50
20251214_140503_594,20251214_140503_594_angle60_speed50.png,60,50
20251214_140503_658,20251214_140503_658_angle60_speed50.png,60,50
20251214_140503_694,20251214_140503_694_angle60_speed50.png,60,50
20251214_140503_758,20251214_140503_758_angle60_speed50.png,60,50
20251214_140503_794,20251214_140503_794_angle60_speed50.png,60,50
20251214_140503_858,20251214_140503_858_angle60_speed50.png,60,50
20251214_140503_894,20251214_140503_894_angle60_speed50.png,60,50
20251214_140503_959,20251214_140503_959_angle90_speed50.png,90,50
20251214_140503_994,20251214_140503_994_angle90_speed50.png,90,50
20251214_140504_058,20251214_140504_058_angle90_speed50.png,90,50
20251214_140504_094,20251214_140504_094_angle90_speed50.png,90,50
20251214_140504_158,20251214_140504_158_angle90_speed50.png,90,50
20251214_140504_194,20251214_140504_194_angle90_speed50.png,90,50
20251214_140504_258,20251214_140504_258_angle90_speed50.png,90,50
20251214_140504_295,20251214_140504_295_angle90_speed50.png,90,50
20251214_140504_359,20251214_140504_359_angle90_speed50.png,90,50
20251214_140504_394,20251214_140504_394_angle90_speed50.png,90,50
20251214_140504_459,20251214_140504_459_angle90_speed50.png,90,50
20251214_140504_501,20251214_140504_501_angle90_speed50.png,90,50
20251214_140504_544,20251214_140504_544_angle60_speed50.png,60,50
20251214_140504_656,20251214_140504_656_angle60_speed50.png,60,50
20251214_140504_695,20251214_140504_695_angle60_speed50.png,60,50
20251214_140504_766,20251214_140504_766_angle60_speed50.png,60,50
20251214_140504_843,20251214_140504_843_angle60_speed50.png,60,50
20251214_140506_260,20251214_140506_260_angle60_speed50.png,60,50
20251214_140506_295,20251214_140506_295_angle90_speed50.png,90,50
20251214_140506_359,20251214_140506_359_angle90_speed50.png,90,50
20251214_140506_395,20251214_140506_395_angle90_speed50.png,90,50
20251214_140506_459,20251214_140506_459_angle90_speed50.png,90,50
20251214_140506_495,20251214_140506_495_angle90_speed50.png,90,50
20251214_140506_559,20251214_140506_559_angle90_speed50.png,90,50
20251214_140506_595,20251214_140506_595_angle90_speed50.png,90,50
20251214_140506_659,20251214_140506_659_angle90_speed50.png,90,50
20251214_140506_695,20251214_140506_695_angle90_speed50.png,90,50
20251214_140506_759,20251214_140506_759_angle90_speed50.png,90,50
20251214_140506_795,20251214_140506_795_angle60_speed50.png,60,50
20251214_140506_859,20251214_140506_859_angle60_speed50.png,60,50
20251214_140506_894,20251214_140506_894_angle60_speed50.png,60,50
20251214_140506_959,20251214_140506_959_angle60_speed50.png,60,50
20251214_140506_995,20251214_140506_995_angle60_speed50.png,60,50
20251214_140507_059,20251214_140507_059_angle60_speed50.png,60,50
20251214_140507_095,20251214_140507_095_angle60_speed50.png,60,50
20251214_140507_159,20251214_140507_159_angle60_speed50.png,60,50
20251214_140507_195,20251214_140507_195_angle60_speed50.png,60,50
20251214_140507_259,20251214_140507_259_angle60_speed50.png,60,50
20251214_140507_295,20251214_140507_295_angle60_speed50.png,60,50
20251214_140507_359,20251214_140507_359_angle60_speed50.png,60,50
20251214_140507_394,20251214_140507_394_angle60_speed50.png,60,50
20251214_140507_459,20251214_140507_459_angle60_speed50.png,60,50
20251214_140507_495,20251214_140507_495_angle60_speed50.png,60,50
20251214_140507_558,20251214_140507_558_angle60_speed50.png,60,50
20251214_140507_595,20251214_140507_595_angle60_speed50.png,60,50
20251214_140507_659,20251214_140507_659_angle60_speed50.png,60,50
20251214_140507_695,20251214_140507_695_angle60_speed50.png,60,50
20251214_140507_759,20251214_140507_759_angle60_speed50.png,60,50
20251214_140507_795,20251214_140507_795_angle60_speed50.png,60,50
20251214_140507_859,20251214_140507_859_angle60_speed50.png,60,50
20251214_140507_895,20251214_140507_895_angle60_speed50.png,60,50
20251214_140507_959,20251214_140507_959_angle60_speed50.png,60,50
20251214_140508_002,20251214_140508_002_angle60_speed50.png,60,50
20251214_140508_091,20251214_140508_091_angle60_speed50.png,60,50
20251214_140508_139,20251214_140508_139_angle60_speed50.png,60,50
20251214_140508_182,20251214_140508_182_angle60_speed50.png,60,50
20251214_140508_252,20251214_140508_252_angle60_speed50.png,60,50
20251214_140508_327,20251214_140508_327_angle90_speed50.png,90,50
20251214_140508_410,20251214_140508_410_angle90_speed50.png,90,50
20251214_140508_483,20251214_140508_483_angle90_speed50.png,90,50
20251214_140508_583,20251214_140508_583_angle90_speed50.png,90,50
20251214_140508_656,20251214_140508_656_angle90_speed50.png,90,50
20251214_140508_728,20251214_140508_728_angle120_speed50.png,120,50
20251214_140510_214,20251214_140510_214_angle120_speed50.png,120,50
20251214_140510_259,20251214_140510_259_angle120_speed50.png,120,50
20251214_140510_327,20251214_140510_327_angle120_speed50.png,120,50
20251214_140510_391,20251214_140510_391_angle120_speed50.png,120,50
20251214_140510_427,20251214_140510_427_angle120_speed50.png,120,50
20251214_140510_491,20251214_140510_491_angle120_speed50.png,120,50
20251214_140510_527,20251214_140510_527_angle120_speed50.png,120,50
20251214_140510_591,20251214_140510_591_angle120_speed50.png,120,50
20251214_140510_627,20251214_140510_627_angle120_speed50.png,120,50
20251214_140510_691,20251214_140510_691_angle120_speed50.png,120,50
20251214_140510_727,20251214_140510_727_angle120_speed50.png,120,50
20251214_140510_791,20251214_140510_791_angle120_speed50.png,120,50
20251214_140510_827,20251214_140510_827_angle120_speed50.png,120,50
20251214_140510_891,20251214_140510_891_angle120_speed50.png,120,50
20251214_140510_927,20251214_140510_927_angle120_speed50.png,120,50
20251214_140510_991,20251214_140510_991_angle120_speed50.png,120,50
20251214_140511_027,20251214_140511_027_angle120_speed50.png,120,50
20251214_140511_091,20251214_140511_091_angle120_speed50.png,120,50
20251214_140511_127,20251214_140511_127_angle120_speed50.png,120,50
20251214_140511_191,20251214_140511_191_angle120_speed50.png,120,50
20251214_140511_227,20251214_140511_227_angle120_speed50.png,120,50
20251214_140511_291,20251214_140511_291_angle120_speed50.png,120,50
20251214_140511_327,20251214_140511_327_angle120_speed50.png,120,50
20251214_140511_391,20251214_140511_391_angle120_speed50.png,120,50
20251214_140511_427,20251214_140511_427_angle120_speed50.png,120,50
20251214_140511_491,20251214_140511_491_angle120_speed50.png,120,50
20251214_140511_527,20251214_140511_527_angle120_speed50.png,120,50
20251214_140511_591,20251214_140511_591_angle120_speed50.png,120,50
20251214_140511_627,20251214_140511_627_angle120_speed50.png,120,50
20251214_140511_691,20251214_140511_691_angle120_speed50.png,120,50
20251214_140511_727,20251214_140511_727_angle120_speed50.png,120,50
20251214_140511_791,20251214_140511_791_angle120_speed50.png,120,50
20251214_140511_827,20251214_140511_827_angle120_speed50.png,120,50
20251214_140511_891,20251214_140511_891_angle90_speed50.png,90,50
20251214_140511_927,20251214_140511_927_angle90_speed50.png,90,50
20251214_140511_991,20251214_140511_991_angle90_speed50.png,90,50
20251214_140512_027,20251214_140512_027_angle90_speed50.png,90,50
20251214_140512_063,20251214_140512_063_angle90_speed50.png,90,50
20251214_140512_106,20251214_140512_106_angle90_speed50.png,90,50
20251214_140512_152,20251214_140512_152_angle90_speed50.png,90,50
20251214_140512_221,20251214_140512_221_angle90_speed50.png,90,50
20251214_140512_289,20251214_140512_289_angle90_speed50.png,90,50
20251214_140512_380,20251214_140512_380_angle60_speed50.png,60,50
20251214_140512_458,20251214_140512_458_angle60_speed50.png,60,50
20251214_140514_053,20251214_140514_053_angle30_speed50.png,30,50
20251214_140514_091,20251214_140514_091_angle30_speed50.png,30,50
20251214_140514_127,20251214_140514_127_angle30_speed50.png,30,50
20251214_140514_191,20251214_140514_191_angle30_speed50.png,30,50
20251214_140514_227,20251214_140514_227_angle30_speed50.png,30,50
20251214_140514_291,20251214_140514_291_angle30_speed50.png,30,50
20251214_140514_327,20251214_140514_327_angle30_speed50.png,30,50
20251214_140514_391,20251214_140514_391_angle30_speed50.png,30,50
20251214_140514_427,20251214_140514_427_angle30_speed50.png,30,50
20251214_140514_491,20251214_140514_491_angle30_speed50.png,30,50
20251214_140514_527,20251214_140514_527_angle30_speed50.png,30,50
20251214_140514_591,20251214_140514_591_angle30_speed50.png,30,50
20251214_140514_627,20251214_140514_627_angle30_speed50.png,30,50
20251214_140514_691,20251214_140514_691_angle30_speed50.png,30,50
20251214_140514_727,20251214_140514_727_angle30_speed50.png,30,50
20251214_140514_791,20251214_140514_791_angle30_speed50.png,30,50
20251214_140514_827,20251214_140514_827_angle30_speed50.png,30,50
20251214_140514_891,20251214_140514_891_angle30_speed50.png,30,50
20251214_140514_927,20251214_140514_927_angle30_speed50.png,30,50
20251214_140514_991,20251214_140514_991_angle30_speed50.png,30,50
20251214_140515_027,20251214_140515_027_angle30_speed50.png,30,50
20251214_140515_091,20251214_140515_091_angle30_speed50.png,30,50
20251214_140515_127,20251214_140515_127_angle30_speed50.png,30,50
20251214_140515_191,20251214_140515_191_angle30_speed50.png,30,50
20251214_140515_227,20251214_140515_227_angle30_speed50.png,30,50
20251214_140515_291,20251214_140515_291_angle30_speed50.png,30,50
20251214_140515_327,20251214_140515_327_angle30_speed50.png,30,50
20251214_140515_391,20251214_140515_391_angle30_speed50.png,30,50
20251214_140515_427,20251214_140515_427_angle30_speed50.png,30,50
20251214_140515_491,20251214_140515_491_angle30_speed50.png,30,50
20251214_140515_527,20251214_140515_527_angle30_speed50.png,30,50
20251214_140515_591,20251214_140515_591_angle30_speed50.png,30,50
20251214_140515_627,20251214_140515_627_angle30_speed50.png,30,50
20251214_140515_691,20251214_140515_691_angle30_speed50.png,30,50
20251214_140515_727,20251214_140515_727_angle30_speed50.png,30,50
20251214_140515_806,20251214_140515_806_angle30_speed50.png,30,50
20251214_140515_850,20251214_140515_850_angle30_speed50.png,30,50
20251214_140515_899,20251214_140515_899_angle30_speed50.png,30,50
20251214_140515_969,20251214_140515_969_angle30_speed50.png,30,50
20251214_140516_032,20251214_140516_032_angle30_speed50.png,30,50
20251214_140516_079,20251214_140516_079_angle30_speed50.png,30,50
20251214_140516_153,20251214_140516_153_angle30_speed50.png,30,50
20251214_140516_240,20251214_140516_240_angle30_speed50.png,30,50
20251214_140516_314,20251214_140516_314_angle30_speed50.png,30,50
20251214_140516_392,20251214_140516_392_angle30_speed50.png,30,50
20251214_140516_451,20251214_140516_451_angle30_speed50.png,30,50
20251214_140517_929,20251214_140517_929_angle30_speed50.png,30,50
20251214_140517_991,20251214_140517_991_angle30_speed50.png,30,50
20251214_140518_027,20251214_140518_027_angle30_speed50.png,30,50
20251214_140518_091,20251214_140518_091_angle30_speed50.png,30,50
20251214_140518_127,20251214_140518_127_angle30_speed50.png,30,50
20251214_140518_191,20251214_140518_191_angle30_speed50.png,30,50
20251214_140518_227,20251214_140518_227_angle30_speed50.png,30,50
20251214_140518_291,20251214_140518_291_angle30_speed50.png,30,50
20251214_140518_327,20251214_140518_327_angle30_speed50.png,30,50
20251214_140518_391,20251214_140518_391_angle30_speed50.png,30,50
20251214_140518_427,20251214_140518_427_angle30_speed50.png,30,50
20251214_140518_491,20251214_140518_491_angle30_speed50.png,30,50
20251214_140518_527,20251214_140518_527_angle30_speed50.png,30,50
20251214_140518_591,20251214_140518_591_angle60_speed50.png,60,50
20251214_140518_627,20251214_140518_627_angle60_speed50.png,60,50
20251214_140518_691,20251214_140518_691_angle60_speed50.png,60,50
20251214_140518_727,20251214_140518_727_angle60_speed50.png,60,50
20251214_140518_791,20251214_140518_791_angle60_speed50.png,60,50
20251214_140518_827,20251214_140518_827_angle60_speed50.png,60,50
20251214_140518_891,20251214_140518_891_angle60_speed50.png,60,50
20251214_140518_927,20251214_140518_927_angle60_speed50.png,60,50
20251214_140518_991,20251214_140518_991_angle90_speed50.png,90,50
20251214_140519_027,20251214_140519_027_angle90_speed50.png,90,50
20251214_140519_091,20251214_140519_091_angle90_speed50.png,90,50
20251214_140519_127,20251214_140519_127_angle90_speed50.png,90,50
20251214_140519_191,20251214_140519_191_angle90_speed50.png,90,50
20251214_140519_227,20251214_140519_227_angle90_speed50.png,90,50
20251214_140519_291,20251214_140519_291_angle90_speed50.png,90,50
20251214_140519_327,20251214_140519_327_angle90_speed50.png,90,50
